Date,Price,Change %,VIX Level,Average VIX Level,VIX Level Squared,Recent Volatility,Average Recent Volatility,Next Realized Volatility,Average Next Realized Volatility,VIX Premium,Average VIX Premium,MR Volatility,MR Volatility Squared,Difference,Average Difference,Squared Difference,Variance Premium,EVIX,DTM,Volatility Premium,Average Volatility Premium,MR Adjustment,Average MR,VCR,Average VCR,CHECK,% Change Recent Volatility,Average % Change Recent Volatility
2022-04-13,"4,446.59",1.12,21.82,20.37,476.11,20.7,14.04,30.94,15.55,-9.12,4.82,18.89,356.68,2.93,5.78,119.43,225.71,24.13,-2.31,5.25,5.25,-1.81,-1.81,-4.13,-4.13,242.28,-10.24,-10.24
2022-04-14,"4,392.59",-1.21,22.7,20.4,515.29,20.96,14.07,31.81,15.63,-9.11,4.77,19.05,363.01,3.65,5.79,152.28,229.63,24.34,-1.64,5.29,5.29,-1.91,-1.91,-3.55,-3.55,247.04,-10.85,-10.85
2022-04-18,"4,391.69",-0.02,22.17,20.42,491.51,20.81,14.11,31.83,15.7,-9.66,4.72,18.96,359.49,3.21,5.78,132.02,227.45,24.23,-2.06,5.27,5.27,-1.85,-1.85,-3.91,-3.91,244.35,-11.02,-11.02
2022-04-19,"4,462.21",1.61,21.37,20.43,456.68,19.23,14.14,31.41,15.77,-10.04,4.66,17.94,321.72,3.43,5.77,134.96,204.0,22.93,-1.56,4.99,4.99,-1.29,-1.29,-2.85,-2.85,220.38,-12.18,-12.18
2022-04-20,"4,459.45",-0.06,20.32,20.44,412.9,19.04,14.17,31.99,15.85,-11.67,4.59,17.82,317.51,2.5,5.76,95.39,201.39,22.78,-2.46,4.96,4.96,-1.22,-1.22,-3.68,-3.68,216.75,-12.95,-12.95
2022-04-21,"4,393.66",-1.48,22.68,20.46,514.38,18.32,14.2,32.05,15.93,-9.37,4.53,17.35,301.19,5.33,5.76,213.19,191.25,22.19,0.49,4.84,4.84,-0.97,-0.97,-0.48,-0.48,209.1,-13.73,-13.73
2022-04-22,"4,271.78",-2.77,28.21,20.5,795.8,20.08,14.23,31.14,16.0,-2.93,4.5,18.49,341.71,9.72,5.78,454.09,216.41,23.62,4.59,5.14,5.14,-1.59,-1.59,2.99,2.99,239.48,-11.06,-11.06
2022-04-25,"4,296.12",0.57,27.02,20.54,730.08,19.74,14.26,31.23,16.08,-4.21,4.46,18.27,333.72,8.75,5.8,396.36,211.45,23.35,3.67,5.08,5.08,-1.47,-1.47,2.2,2.2,233.39,-11.49,-11.49
2022-04-26,"4,175.20",-2.81,33.52,20.6,1123.59,21.33,14.3,30.3,16.15,3.22,4.45,19.3,372.31,14.22,5.84,751.28,235.41,24.65,8.87,5.36,5.36,-2.04,-2.04,6.83,6.83,263.58,-8.97,-8.97
2022-04-27,"4,183.96",0.21,31.6,20.66,998.56,20.37,14.33,31.05,16.23,0.55,4.43,18.68,348.76,12.92,5.87,649.8,220.79,23.87,7.73,5.19,5.19,-1.7,-1.7,6.04,6.04,247.2,-10.67,-10.67
2022-04-28,"4,287.50",2.47,29.99,20.71,899.4,20.61,14.37,31.07,16.3,-1.08,4.4,18.83,354.43,11.16,5.9,544.97,224.31,24.06,5.93,5.23,5.23,-1.78,-1.78,4.15,4.15,249.07,-10.46,-10.46
2022-04-29,"4,131.93",-3.63,33.4,20.77,1115.56,22.7,14.42,31.31,16.38,2.09,4.38,20.18,407.04,13.22,5.93,708.52,256.98,25.77,7.63,5.59,5.59,-2.52,-2.52,5.11,5.11,284.78,-8.61,-8.61
2022-05-02,"4,155.38",0.57,32.34,20.82,1045.88,22.45,14.46,31.2,16.46,1.14,4.36,20.01,400.53,12.33,5.96,645.34,252.94,25.56,6.78,5.55,5.55,-2.43,-2.43,4.34,4.34,279.73,-8.75,-8.75
2022-05-03,"4,175.48",0.48,29.25,20.86,855.56,22.54,14.51,31.55,16.54,-2.3,4.32,20.07,402.81,9.18,5.96,452.75,254.35,25.64,3.61,5.57,5.57,-2.47,-2.47,1.15,1.15,278.04,-9.01,-9.01
2022-05-04,"4,300.17",2.99,25.42,20.88,646.18,24.09,14.56,31.07,16.61,-5.65,4.27,21.07,443.98,4.35,5.96,202.19,279.92,26.91,-1.49,5.83,5.83,-3.02,-3.02,-4.5,-4.5,299.5,-6.98,-6.98
2022-05-05,"4,146.87",-3.56,31.2,20.94,973.44,25.88,14.62,29.75,16.68,1.45,4.25,22.22,493.91,8.98,5.97,479.53,310.92,28.37,2.83,6.15,6.15,-3.65,-3.65,-0.82,-0.82,335.97,-3.87,-3.87
2022-05-06,"4,123.34",-0.57,30.19,20.99,911.44,25.41,14.68,30.85,16.75,-0.66,4.23,21.92,480.61,8.27,5.98,430.83,302.66,27.99,2.2,6.06,6.06,-3.49,-3.49,-1.28,-1.28,326.78,-5.44,-5.44
2022-05-09,"3,991.24",-3.2,34.75,21.05,1207.56,26.64,14.74,29.59,16.82,5.16,4.23,22.71,515.89,12.04,6.0,691.67,324.57,28.99,5.76,6.28,6.28,-3.92,-3.92,1.84,1.84,353.04,-2.95,-2.95
2022-05-10,"4,001.05",0.25,32.99,21.09,1088.34,26.5,14.81,29.75,16.89,3.24,4.2,22.63,511.92,10.36,6.01,576.42,322.1,28.88,4.11,6.25,6.25,-3.88,-3.88,0.23,0.23,348.84,-3.25,-3.25
2022-05-11,"3,935.18",-1.65,32.56,21.11,1060.15,26.25,14.86,30.81,16.97,1.75,4.14,22.46,504.47,10.1,5.99,555.68,317.48,28.67,3.89,6.21,6.21,-3.78,-3.78,0.11,0.11,343.83,-4.56,-4.56
2022-05-12,"3,930.08",-0.13,31.77,21.15,1009.33,26.27,14.91,30.82,17.06,0.95,4.09,22.48,505.14,9.29,5.99,504.19,317.89,28.69,3.08,6.21,6.21,-3.79,-3.79,-0.71,-0.71,343.45,-4.55,-4.55
2022-05-13,"4,023.89",2.39,28.87,21.19,833.48,27.37,14.97,30.48,17.14,-1.61,4.04,23.18,537.44,5.69,6.0,296.04,337.95,29.59,-0.72,6.4,6.4,-4.18,-4.18,-4.9,-4.9,360.42,-3.11,-3.11
2022-05-16,"4,008.01",-0.39,27.47,21.22,754.6,27.28,15.02,30.47,17.23,-3.0,3.99,23.13,534.9,4.34,5.99,219.7,336.37,29.52,-2.05,6.39,6.39,-4.15,-4.15,-6.2,-6.2,357.45,-3.19,-3.19
2022-05-17,"4,088.85",2.02,26.1,21.24,681.21,27.97,15.08,29.84,17.32,-3.74,3.92,23.57,555.51,2.53,5.97,125.7,349.17,30.08,-3.98,6.51,6.51,-4.4,-4.4,-8.37,-8.37,368.76,-1.87,-1.87
2022-05-18,"3,923.68",-4.04,30.96,21.27,958.52,29.84,15.15,27.78,17.39,3.18,3.88,24.78,613.85,6.18,5.96,344.67,385.4,31.61,-0.65,6.83,6.83,-5.06,-5.06,-5.71,-5.71,409.52,2.05,2.05
2022-05-19,"3,900.79",-0.58,29.35,21.31,861.42,29.8,15.21,27.75,17.47,1.6,3.83,24.75,612.67,4.6,5.96,248.75,384.66,31.58,-2.23,6.83,6.83,-5.05,-5.05,-7.28,-7.28,407.19,2.05,2.05
2022-05-20,"3,901.36",0.01,29.43,21.34,866.12,29.72,15.28,27.77,17.55,1.66,3.79,24.7,610.05,4.73,5.95,256.07,383.04,31.51,-2.08,6.81,6.81,-5.02,-5.02,-7.1,-7.1,405.65,1.95,1.95
2022-05-23,"3,973.75",1.86,28.48,21.38,811.11,30.47,15.35,27.58,17.63,0.9,3.75,25.18,634.11,3.3,5.95,177.0,397.98,32.13,-3.65,6.94,6.94,-5.29,-5.29,-8.93,-8.93,419.51,2.89,2.89
2022-05-24,"3,941.48",-0.81,29.45,21.42,867.3,30.25,15.41,27.48,17.71,1.97,3.72,25.04,626.95,4.41,5.95,240.36,393.53,31.94,-2.49,6.91,6.91,-5.21,-5.21,-7.7,-7.7,416.07,2.76,2.76
2022-05-25,"3,978.73",0.95,28.37,21.47,804.86,30.48,15.48,27.51,17.78,0.86,3.69,25.19,634.6,3.18,5.95,170.26,398.28,32.14,-3.77,6.95,6.95,-5.29,-5.29,-9.06,-9.06,419.7,2.97,2.97
2022-05-26,"4,057.84",1.99,27.5,21.51,756.25,30.94,15.55,26.89,17.86,0.61,3.66,25.49,649.5,2.01,5.94,106.75,407.54,32.51,-5.01,7.03,7.03,-5.45,-5.45,-10.47,-10.47,428.01,4.05,4.05
2022-05-27,"4,158.24",2.47,25.72,21.55,661.52,31.81,15.63,25.68,17.92,0.04,3.62,26.05,678.39,-0.33,5.93,-16.87,425.47,33.22,-7.5,7.18,7.18,-5.76,-5.76,-13.27,-13.27,444.01,6.13,6.13
2022-05-31,"4,132.15",-0.63,26.19,21.58,685.92,31.83,15.7,25.66,17.99,0.53,3.59,26.06,679.25,0.13,5.92,6.67,426.0,33.25,-7.06,7.18,7.18,-5.77,-5.77,-12.83,-12.83,445.01,6.17,6.17
2022-06-01,"4,101.23",-0.75,25.69,21.61,659.98,31.41,15.77,26.39,18.06,-0.7,3.55,25.79,665.12,-0.1,5.9,-5.15,417.23,32.9,-7.21,7.11,7.11,-5.62,-5.62,-12.83,-12.83,435.81,5.02,5.02
2022-06-02,"4,176.82",1.84,24.72,21.64,611.08,31.99,15.85,25.74,18.13,-1.02,3.51,26.17,684.64,-1.45,5.88,-73.57,429.36,33.38,-8.66,7.21,7.21,-5.83,-5.83,-14.48,-14.48,446.86,6.26,6.26
2022-06-03,"4,108.54",-1.63,24.79,21.67,614.54,32.05,15.93,26.85,18.19,-2.06,3.48,26.2,686.51,-1.41,5.86,-71.96,430.51,33.42,-8.63,7.22,7.22,-5.85,-5.85,-14.48,-14.48,448.08,5.2,5.2
2022-06-06,"4,121.43",0.31,25.07,21.71,628.5,31.14,16.0,26.9,18.26,-1.83,3.45,25.61,655.99,-0.54,5.85,-27.48,411.56,32.67,-7.6,7.06,7.06,-5.52,-5.52,-13.13,-13.13,429.57,4.24,4.24
2022-06-07,"4,160.68",0.95,24.02,21.73,576.96,31.23,16.08,26.91,18.32,-2.89,3.42,25.67,658.98,-1.65,5.82,-82.02,413.42,32.75,-8.73,7.08,7.08,-5.56,-5.56,-14.28,-14.28,430.36,4.31,4.31
2022-06-08,"4,115.77",-1.08,23.96,21.76,574.08,30.3,16.15,26.87,18.38,-2.91,3.38,25.08,628.83,-1.12,5.8,-54.74,394.69,31.99,-8.03,6.92,6.92,-5.23,-5.23,-13.26,-13.26,411.74,3.43,3.43
2022-06-09,"4,017.82",-2.38,26.09,21.8,680.69,31.05,16.23,26.0,18.44,0.09,3.36,25.56,653.06,0.53,5.79,27.63,409.74,32.6,-6.51,7.05,7.05,-5.49,-5.49,-12.0,-12.0,428.79,5.05,5.05
2022-06-10,"3,900.86",-2.91,27.75,21.85,770.06,31.07,16.3,24.78,18.49,2.97,3.35,25.57,653.77,2.18,5.79,116.29,410.18,32.62,-4.87,7.05,7.05,-5.5,-5.5,-10.37,-10.37,430.89,6.29,6.29
2022-06-13,"3,749.63",-3.88,34.02,21.92,1157.36,31.31,16.38,22.96,18.54,11.06,3.38,25.72,661.73,8.3,5.81,495.63,415.13,32.82,1.2,7.09,7.09,-5.58,-5.58,-4.38,-4.38,442.05,8.35,8.35
2022-06-14,"3,735.48",-0.38,32.69,21.98,1068.64,31.2,16.46,23.05,18.58,9.64,3.39,25.65,658.1,7.04,5.83,410.53,412.87,32.73,-0.04,7.07,7.07,-5.55,-5.55,-5.58,-5.58,438.49,8.15,8.15
2022-06-15,"3,789.99",1.46,29.62,22.02,877.34,31.55,16.54,23.03,18.63,6.59,3.39,25.88,669.72,3.74,5.82,207.62,420.09,33.01,-3.39,7.13,7.13,-5.67,-5.67,-9.06,-9.06,442.58,8.52,8.52
2022-06-16,"3,666.77",-3.25,32.95,22.08,1085.7,31.07,16.61,20.52,18.67,12.43,3.42,25.57,653.84,7.38,5.83,431.87,410.22,32.62,0.33,7.05,7.05,-5.5,-5.5,-5.17,-5.17,436.12,10.55,10.55
2022-06-17,"3,674.84",0.22,31.13,22.13,969.08,29.75,16.68,20.75,18.71,10.38,3.42,24.72,611.04,6.41,5.83,358.04,383.65,31.54,-0.41,6.82,6.82,-5.03,-5.03,-5.44,-5.44,407.96,9.0,9.0
2022-06-21,"3,764.79",2.45,30.19,22.17,911.44,30.85,16.75,20.13,18.75,10.06,3.43,25.43,646.71,4.76,5.83,264.72,405.8,32.44,-2.25,7.01,7.01,-5.42,-5.42,-7.68,-7.68,428.98,10.73,10.73
2022-06-22,"3,759.89",-0.13,28.95,22.22,838.1,29.59,16.82,20.12,18.79,8.83,3.44,24.62,605.94,4.33,5.84,232.17,380.48,31.41,-2.46,6.79,6.79,-4.97,-4.97,-7.43,-7.43,402.64,9.47,9.47
2022-06-23,"3,795.73",0.95,29.05,22.27,843.9,29.75,16.89,20.08,18.82,8.97,3.45,24.72,610.95,4.33,5.84,232.95,383.6,31.54,-2.49,6.82,6.82,-5.03,-5.03,-7.52,-7.52,405.83,9.67,9.67
2022-06-24,"3,911.74",3.06,27.23,22.32,741.47,30.81,16.97,18.32,18.86,8.91,3.46,25.4,645.23,1.83,5.83,96.25,404.88,32.41,-5.18,7.0,7.0,-5.41,-5.41,-10.58,-10.58,425.1,12.48,12.48
2022-06-27,"3,900.11",-0.3,26.95,22.36,726.3,30.82,17.06,18.36,18.89,8.59,3.48,25.41,645.56,1.54,5.82,80.75,405.08,32.41,-5.46,7.01,7.01,-5.41,-5.41,-10.87,-10.87,425.03,12.46,12.46
2022-06-28,"3,821.55",-2.01,28.36,22.41,804.29,30.48,17.14,17.96,18.92,10.4,3.49,25.19,634.56,3.17,5.82,169.73,398.25,32.14,-3.78,6.95,6.95,-5.29,-5.29,-9.07,-9.07,419.67,12.52,12.52
2022-06-29,"3,818.83",-0.07,28.16,22.46,792.99,30.47,17.23,17.96,18.95,10.2,3.51,25.19,634.32,2.97,5.81,158.67,398.1,32.13,-3.97,6.95,6.95,-5.29,-5.29,-9.26,-9.26,419.32,12.52,12.52
2022-06-30,"3,785.38",-0.88,28.71,22.51,824.26,29.84,17.32,18.02,18.98,10.69,3.53,24.78,613.83,3.93,5.81,210.43,385.38,31.61,-2.9,6.83,6.83,-5.06,-5.06,-7.96,-7.96,407.26,11.82,11.82
2022-07-01,"3,825.33",1.06,26.7,22.56,712.89,27.78,17.39,17.92,19.01,8.78,3.55,23.45,549.98,3.25,5.8,162.91,345.74,29.93,-3.23,6.48,6.48,-4.33,-4.33,-7.56,-7.56,365.96,9.86,9.86
2022-07-05,"3,831.39",0.16,27.54,22.61,758.45,27.75,17.47,17.92,19.04,9.62,3.57,23.43,548.91,4.11,5.8,209.54,345.07,29.9,-2.36,6.47,6.47,-4.32,-4.32,-6.68,-6.68,366.14,9.83,9.83
2022-07-06,"3,845.08",0.36,26.73,22.65,714.49,27.77,17.55,18.21,19.07,8.52,3.58,23.44,549.65,3.29,5.79,164.84,345.53,29.92,-3.19,6.47,6.47,-4.33,-4.33,-7.52,-7.52,365.79,9.57,9.57
2022-07-07,"3,902.62",1.5,26.08,22.69,680.17,27.58,17.63,17.88,19.1,8.2,3.59,23.32,543.8,2.76,5.78,136.37,341.9,29.76,-3.68,6.44,6.44,-4.26,-4.26,-7.94,-7.94,361.54,9.69,9.69
2022-07-08,"3,899.38",-0.08,24.64,22.71,607.13,27.48,17.71,18.45,19.13,6.19,3.58,23.26,540.95,1.38,5.75,66.18,340.13,29.68,-5.04,6.42,6.42,-4.22,-4.22,-9.27,-9.27,358.34,9.03,9.03
2022-07-11,"3,854.43",-1.15,26.17,22.75,684.87,27.51,17.78,19.32,19.17,6.85,3.58,23.28,541.82,2.89,5.74,143.04,340.67,29.71,-3.54,6.43,6.43,-4.24,-4.24,-7.77,-7.77,360.41,8.19,8.19
2022-07-12,"3,818.80",-0.92,27.29,22.79,744.74,26.89,17.86,19.06,19.2,8.23,3.59,22.87,523.17,4.42,5.74,221.57,329.09,29.19,-1.9,6.32,6.32,-4.01,-4.01,-5.92,-5.92,350.06,7.83,7.83
2022-07-13,"3,801.78",-0.45,26.82,22.83,719.31,25.68,17.92,18.94,19.24,7.88,3.6,22.1,488.29,4.72,5.73,231.02,307.43,28.21,-1.39,6.11,6.11,-3.58,-3.58,-4.97,-4.97,328.14,6.74,6.74
2022-07-14,"3,790.38",-0.3,26.4,22.87,696.96,25.66,17.99,19.12,19.27,7.28,3.6,22.08,487.7,4.32,5.73,209.26,307.06,28.19,-1.79,6.11,6.11,-3.58,-3.58,-5.37,-5.37,327.35,6.54,6.54
2022-07-15,"3,863.16",1.92,24.23,22.9,587.09,26.39,18.06,21.36,19.31,2.87,3.59,22.55,508.6,1.68,5.71,78.49,320.04,28.79,-4.56,6.23,6.23,-3.84,-3.84,-8.39,-8.39,338.04,5.03,5.03
2022-07-18,"3,830.85",-0.84,25.3,22.93,640.09,25.74,18.13,21.3,19.36,4.0,3.57,22.13,489.81,3.17,5.7,150.28,308.37,28.25,-2.95,6.12,6.12,-3.6,-3.6,-6.56,-6.56,327.55,4.44,4.44
2022-07-19,"3,936.69",2.76,24.5,22.93,600.25,26.85,18.19,20.14,19.4,4.36,3.53,22.85,522.05,1.65,5.66,78.2,328.39,29.16,-4.66,6.31,6.31,-4.0,-4.0,-8.66,-8.66,346.58,6.71,6.71
2022-07-20,"3,959.90",0.59,23.88,22.95,570.25,26.9,18.26,20.21,19.45,3.67,3.5,22.88,523.58,1.0,5.64,46.67,329.35,29.2,-5.32,6.32,6.32,-4.02,-4.02,-9.34,-9.34,346.9,6.69,6.69
2022-07-21,"3,998.95",0.99,23.11,22.97,534.07,26.91,18.32,20.02,19.5,3.09,3.48,22.89,524.0,0.22,5.62,10.07,329.6,29.22,-6.11,6.33,6.33,-4.02,-4.02,-10.13,-10.13,346.39,6.9,6.9
2022-07-22,"3,961.63",-0.93,23.03,22.99,530.38,26.87,18.38,20.07,19.54,2.96,3.45,22.86,522.73,0.17,5.6,7.65,328.81,29.18,-6.15,6.32,6.32,-4.01,-4.01,-10.16,-10.16,345.53,6.8,6.8
2022-07-25,"3,966.84",0.13,23.36,23.02,545.69,26.0,18.44,20.1,19.59,3.26,3.42,22.3,497.41,1.06,5.59,48.28,313.09,28.47,-5.11,6.17,6.17,-3.7,-3.7,-8.81,-8.81,330.28,5.9,5.9
2022-07-26,"3,921.05",-1.15,24.69,23.05,609.6,24.78,18.49,20.52,19.64,4.17,3.4,21.51,462.87,3.18,5.58,146.73,291.64,27.47,-2.78,5.95,5.95,-3.26,-3.26,-6.04,-6.04,310.38,4.25,4.25
2022-07-27,"4,023.61",2.62,23.24,23.06,540.1,22.96,18.54,19.14,19.69,4.1,3.37,20.34,413.84,2.9,5.57,126.26,261.2,25.98,-2.74,5.64,5.64,-2.62,-2.62,-5.36,-5.36,278.8,3.82,3.82
2022-07-28,"4,072.43",1.21,22.33,23.08,498.63,23.05,18.58,19.33,19.74,3.0,3.34,20.4,416.08,1.93,5.55,82.55,262.59,26.05,-3.72,5.65,5.65,-2.65,-2.65,-6.37,-6.37,279.27,3.71,3.71
2022-07-29,"4,130.29",1.42,21.33,23.09,454.97,23.03,18.63,19.13,19.78,2.2,3.31,20.39,415.63,0.94,5.54,39.34,262.31,26.04,-4.71,5.65,5.65,-2.64,-2.64,-7.35,-7.35,277.99,3.9,3.9
2022-08-01,"4,118.63",-0.28,22.84,23.11,521.67,20.52,18.67,22.85,19.84,-0.01,3.27,18.77,352.44,4.07,5.53,169.23,223.07,23.99,-1.15,5.22,5.22,-1.75,-1.75,-2.9,-2.9,240.7,-2.33,-2.33
2022-08-02,"4,091.19",-0.67,23.93,23.13,572.64,20.75,18.71,22.84,19.9,1.09,3.23,18.92,357.96,5.01,5.53,214.68,226.5,24.18,-0.25,5.26,5.26,-1.83,-1.83,-2.08,-2.08,245.18,-2.09,-2.09
2022-08-03,"4,155.17",1.56,21.95,23.14,481.8,20.13,18.75,22.46,19.96,-0.51,3.18,18.52,342.88,3.43,5.52,138.93,217.14,23.66,-1.71,5.15,5.15,-1.61,-1.61,-3.32,-3.32,233.94,-2.33,-2.33
2022-08-04,"4,151.94",-0.08,21.44,23.16,459.67,20.12,18.79,22.5,20.02,-1.06,3.14,18.51,342.65,2.93,5.5,117.03,216.99,23.66,-2.22,5.15,5.15,-1.61,-1.61,-3.82,-3.82,233.29,-2.39,-2.39
2022-08-05,"4,145.19",-0.16,21.15,23.17,447.32,20.08,18.82,22.66,20.07,-1.51,3.1,18.49,341.8,2.66,5.49,105.52,216.47,23.63,-2.48,5.14,5.14,-1.59,-1.59,-4.07,-4.07,232.48,-2.58,-2.58
2022-08-08,"4,140.06",-0.12,21.29,23.19,453.26,18.32,18.86,22.82,20.13,-1.53,3.07,17.36,301.22,3.93,5.49,152.04,191.27,22.19,-0.9,4.84,4.84,-0.97,-0.97,-1.87,-1.87,207.72,-4.49,-4.49
2022-08-09,"4,122.47",-0.42,21.77,23.21,473.93,18.36,18.89,23.22,20.18,-1.45,3.03,17.38,301.93,4.39,5.49,172.01,191.71,22.22,-0.45,4.84,4.84,-0.98,-0.98,-1.43,-1.43,208.64,-4.86,-4.86
2022-08-10,"4,210.24",2.13,19.74,23.22,389.67,17.96,18.92,22.12,20.23,-2.38,3.0,17.12,293.06,2.62,5.49,96.61,186.2,21.89,-2.15,4.77,4.77,-0.84,-0.84,-2.99,-2.99,201.17,-4.16,-4.16
2022-08-11,"4,207.27",-0.07,20.2,23.24,408.04,17.96,18.95,22.44,20.28,-2.24,2.96,17.12,293.06,3.08,5.48,114.98,186.2,21.89,-1.69,4.77,4.77,-0.84,-0.84,-2.53,-2.53,201.63,-4.48,-4.48
2022-08-12,"4,280.15",1.73,19.53,23.26,381.42,18.02,18.98,21.55,20.32,-2.02,2.94,17.16,294.48,2.37,5.48,86.94,187.08,21.94,-2.41,4.78,4.78,-0.86,-0.86,-3.28,-3.28,201.83,-3.53,-3.53
2022-08-15,"4,297.14",0.4,19.95,23.27,398.0,17.92,19.01,21.4,20.36,-1.45,2.91,17.09,292.2,2.86,5.48,105.8,185.67,21.86,-1.91,4.77,4.77,-0.82,-0.82,-2.74,-2.74,200.85,-3.48,-3.48
2022-08-16,"4,305.20",0.19,19.69,23.29,387.7,17.92,19.04,22.51,20.4,-2.82,2.88,17.09,292.13,2.6,5.47,95.57,185.62,21.86,-2.17,4.77,4.77,-0.82,-0.82,-2.99,-2.99,200.55,-4.6,-4.6
2022-08-17,"4,274.04",-0.72,19.9,23.3,396.01,18.21,19.07,23.0,20.45,-3.1,2.85,17.28,298.56,2.62,5.46,97.45,189.62,22.09,-2.19,4.82,4.82,-0.93,-0.93,-3.12,-3.12,204.7,-4.79,-4.79
2022-08-18,"4,283.74",0.23,19.56,23.29,382.59,17.88,19.1,23.06,20.49,-3.5,2.8,17.07,291.44,2.49,5.43,91.16,185.19,21.83,-2.27,4.76,4.76,-0.81,-0.81,-3.08,-3.08,199.99,-5.17,-5.17
2022-08-19,"4,228.48",-1.29,20.6,23.28,424.36,18.45,19.13,24.7,20.54,-4.1,2.74,17.44,304.09,3.16,5.41,120.27,193.05,22.3,-1.7,4.86,4.86,-1.01,-1.01,-2.71,-2.71,208.79,-6.25,-6.25
2022-08-22,"4,137.99",-2.14,23.8,23.3,566.44,19.32,19.17,26.17,20.59,-2.37,2.71,18.0,323.92,5.8,5.41,242.52,205.36,23.01,0.79,5.01,5.01,-1.32,-1.32,-0.53,-0.53,224.16,-6.85,-6.85
2022-08-23,"4,128.73",-0.22,24.11,23.33,581.29,19.06,19.2,26.17,20.65,-2.06,2.69,17.83,317.87,6.28,5.41,263.42,201.61,22.79,1.32,4.96,4.96,-1.23,-1.23,0.09,0.09,220.75,-7.11,-7.11
2022-08-24,"4,140.77",0.29,22.82,23.35,520.75,18.94,19.24,26.2,20.7,-3.38,2.66,17.75,315.07,5.07,5.41,205.68,199.87,22.69,0.13,4.94,4.94,-1.19,-1.19,-1.06,-1.06,217.75,-7.26,-7.26
2022-08-25,"4,199.12",1.41,21.78,23.37,474.37,19.12,19.27,26.62,20.75,-4.84,2.62,17.87,319.27,3.91,5.41,155.1,202.47,22.84,-1.06,4.97,4.97,-1.25,-1.25,-2.31,-2.31,219.28,-7.5,-7.5
2022-08-26,"4,057.66",-3.37,25.56,23.4,653.31,21.36,19.31,25.17,20.8,0.39,2.6,19.31,372.96,6.25,5.41,280.36,235.81,24.67,0.89,5.36,5.36,-2.05,-2.05,-1.16,-1.16,256.01,-3.81,-3.81
2022-08-29,"4,030.61",-0.67,26.21,23.44,686.96,21.3,19.36,25.17,20.85,1.04,2.59,19.27,371.35,6.94,5.42,315.61,234.82,24.62,1.59,5.35,5.35,-2.03,-2.03,-0.44,-0.44,255.68,-3.88,-3.88
2022-08-30,"3,986.16",-1.1,26.21,23.48,686.96,20.14,19.4,25.08,20.9,1.13,2.58,18.52,343.14,7.69,5.43,343.82,217.3,23.67,2.54,5.15,5.15,-1.61,-1.61,0.92,0.92,238.36,-4.94,-4.94
2022-08-31,"3,955.00",-0.78,25.87,23.52,669.26,20.21,19.45,26.45,20.95,-0.58,2.57,18.57,344.87,7.3,5.44,324.39,218.37,23.73,2.14,5.16,5.16,-1.64,-1.64,0.5,0.5,239.08,-6.24,-6.24
2022-09-01,"3,966.85",0.3,25.56,23.55,653.31,20.02,19.5,27.1,21.0,-1.54,2.55,18.45,340.23,7.11,5.44,313.08,215.49,23.57,1.99,5.13,5.13,-1.57,-1.57,0.42,0.42,235.92,-7.09,-7.09
2022-09-02,"3,924.26",-1.07,25.47,23.59,648.72,20.07,19.54,28.33,21.06,-2.86,2.53,18.48,341.65,6.99,5.45,307.07,216.37,23.62,1.85,5.14,5.14,-1.59,-1.59,0.26,0.26,236.7,-8.25,-8.25
2022-09-06,"3,908.19",-0.41,26.91,23.63,724.15,20.1,19.59,28.58,21.12,-1.67,2.52,18.5,342.25,8.41,5.46,381.9,216.74,23.64,3.27,5.14,5.14,-1.6,-1.6,1.67,1.67,238.51,-8.48,-8.48
2022-09-07,"3,979.87",1.83,24.64,23.66,607.13,20.52,19.64,27.99,21.17,-3.35,2.49,18.77,352.4,5.87,5.45,254.73,223.05,23.99,0.65,5.22,5.22,-1.75,-1.75,-1.1,-1.1,242.47,-7.47,-7.47
2022-09-08,"4,006.18",0.66,23.61,23.68,557.43,19.14,19.69,27.91,21.22,-4.3,2.46,17.88,319.64,5.73,5.44,237.79,202.71,22.85,0.76,4.98,4.98,-1.26,-1.26,-0.5,-0.5,221.34,-8.77,-8.77
2022-09-09,"4,067.36",1.53,22.79,23.7,519.38,19.33,19.74,28.48,21.28,-5.69,2.41,18.01,324.23,4.78,5.43,195.16,205.56,23.02,-0.23,5.01,5.01,-1.33,-1.33,-1.56,-1.56,223.33,-9.15,-9.15
2022-09-12,"4,110.41",1.06,23.87,23.71,569.78,19.13,19.78,28.54,21.34,-4.67,2.37,17.88,319.55,5.99,5.41,250.22,202.65,22.85,1.02,4.98,4.98,-1.26,-1.26,-0.24,-0.24,221.55,-9.4,-9.4
2022-09-13,"3,932.69",-4.32,27.27,23.74,743.65,22.85,19.84,26.28,21.39,0.99,2.35,20.27,411.02,7.0,5.41,332.63,259.45,25.89,1.38,5.62,5.62,-2.58,-2.58,-1.2,-1.2,281.1,-3.43,-3.43
2022-09-14,"3,946.01",0.34,26.16,23.77,684.35,22.84,19.9,26.32,21.44,-0.16,2.33,20.26,410.63,5.9,5.39,273.72,259.21,25.88,0.28,5.62,5.62,-2.57,-2.57,-2.29,-2.29,279.75,-3.49,-3.49
2022-09-15,"3,901.35",-1.13,26.27,23.8,690.11,22.46,19.96,26.19,21.48,0.08,2.31,20.02,400.74,6.25,5.39,289.38,253.06,25.57,0.7,5.55,5.55,-2.44,-2.44,-1.74,-1.74,273.78,-3.73,-3.73
